restaurant_id,name,cuisine_type,avg_rating,total_reviews,price_range,avg_delivery_time,is_veg_only,location_lat,location_lon,operating_hours,commission_rate
rest_0263,Paradise Point,North Indian,5.0,246,2,26,False,28.4371,77.2699,9AM-10PM,0.2
rest_0264,Classic Eatery,North Indian,4.9,101,2,40,False,28.4371,77.2346,9AM-10PM,0.25
rest_0265,Paradise Eatery,Chinese,4.6,969,2,33,False,28.575,77.0586,11AM-12AM,0.22
rest_0266,Fresh Hub,Italian,4.0,208,1,20,False,28.6204,77.026,10AM-11PM,0.17
rest_0267,Paradise Bites,South Indian,4.4,667,3,20,False,28.4965,77.1816,9AM-10PM,0.16
rest_0268,Deluxe Eatery,Chinese,4.9,755,2,28,False,28.4104,77.0171,9AM-10PM,0.22
rest_0269,Classic Kitchen,North Indian,4.6,27,2,39,False,28.4382,77.2018,10AM-11PM,0.17
rest_0270,Express Restaurant,South Indian,4.7,48,1,28,True,28.6744,77.1591,10AM-11PM,0.23
rest_0271,Corner Eatery,Chinese,4.8,292,3,29,False,28.5481,77.1988,11AM-12AM,0.18
rest_0272,Deluxe Bites,Fast Food,4.8,85,2,42,False,28.5361,77.1771,10AM-11PM,0.18
rest_0273,Classic Bites,North Indian,4.5,103,3,29,False,28.4114,77.1268,9AM-10PM,0.15
rest_0274,Fresh Point,Chinese,4.7,1022,2,48,False,28.6186,77.0603,24 hours,0.22
rest_0275,Express Hub,South Indian,4.4,93,2,46,False,28.5584,77.0917,10AM-11PM,0.16
rest_0276,Corner Kitchen,Street Food,4.6,34,2,35,True,28.4606,77.1574,11AM-12AM,0.23
rest_0277,Express Palace,Continental,4.9,42,1,42,False,28.433,77.1956,10AM-11PM,0.2
rest_0278,Tasty Restaurant,Italian,4.5,3918,2,41,True,28.515,77.2338,11AM-12AM,0.23
rest_0279,Deluxe Palace,South Indian,4.7,113,2,32,False,28.6511,77.2302,10AM-11PM,0.21
rest_0280,Golden Cafe,Biryani,4.5,19,4,43,False,28.6596,77.2918,11AM-12AM,0.16
rest_0281,Royal Cafe,North Indian,4.8,10,1,45,False,28.5809,77.0858,10AM-11PM,0.23
rest_0282,Paradise Eatery,North Indian,4.2,58,3,25,False,28.6183,77.0213,10AM-11PM,0.16
rest_0283,Classic Hub,Chinese,4.2,110,2,36,False,28.4345,77.1037,10AM-11PM,0.2
rest_0284,Paradise Hub,North Indian,4.8,616,2,36,False,28.5764,77.223,10AM-11PM,0.17
rest_0285,Spicy Eatery,Beverages,4.7,532,2,43,False,28.6001,77.1314,11AM-12AM,0.23
rest_0286,Golden Grill,Fast Food,4.7,147,4,30,False,28.4602,77.2453,10AM-11PM,0.24
rest_0287,Deluxe Restaurant,South Indian,4.6,75,2,29,False,28.664,77.1648,11AM-12AM,0.21
rest_0288,Tasty Hub,Italian,4.9,247,1,36,False,28.4585,77.2789,9AM-10PM,0.2
rest_0289,Deluxe Kitchen,Healthy,4.8,10,2,46,True,28.494,77.2844,9AM-10PM,0.23
rest_0290,Deluxe Grill,Biryani,4.5,2897,1,23,False,28.5862,77.0208,9AM-10PM,0.15
rest_0291,Tasty Cafe,Italian,4.5,395,1,24,False,28.5915,77.1369,9AM-10PM,0.24
rest_0292,Fresh Cafe,Biryani,4.6,544,2,29,False,28.6098,77.1829,10AM-11PM,0.17
rest_0293,Classic Point,Healthy,4.8,29,1,31,True,28.4336,77.0768,10AM-11PM,0.25
rest_0294,Express Point,Fast Food,4.8,1016,1,20,False,28.6548,77.1221,11AM-12AM,0.22
rest_0295,Fresh Palace,North Indian,4.6,74,3,49,True,28.5599,77.2033,9AM-10PM,0.23
rest_0296,Royal Hub,Chinese,4.3,35,2,33,True,28.5414,77.068,24 hours,0.22
rest_0297,Golden House,Street Food,4.8,139,1,32,False,28.6943,77.1806,10AM-11PM,0.2
rest_0298,Spicy House,South Indian,4.5,135,2,51,False,28.6221,77.2092,10AM-11PM,0.21
rest_0299,Tasty Kitchen,Street Food,4.1,29,3,42,True,28.4354,77.0271,10AM-11PM,0.15
rest_0300,Fresh Cafe,North Indian,4.6,38,2,29,False,28.627,77.1493,11AM-12AM,0.21
rest_0301,Express Hub,North Indian,4.7,34,2,36,False,28.4286,77.0789,11AM-12AM,0.21
rest_0302,Paradise House,Chinese,4.1,34,1,34,False,28.4082,77.2173,10AM-11PM,0.24
rest_0303,Classic Grill,North Indian,4.7,82,2,49,True,28.5211,77.0569,10AM-11PM,0.2
rest_0304,Express Grill,Beverages,4.5,18,2,33,False,28.6981,77.2677,11AM-12AM,0.16
rest_0305,Fresh Grill,Fast Food,4.6,52,3,20,False,28.4525,77.1293,11AM-12AM,0.18
rest_0306,Classic Palace,Fast Food,4.8,711,3,20,False,28.6018,77.0594,10AM-11PM,0.22
rest_0307,Classic Grill,Italian,4.8,510,3,49,False,28.452,77.1314,9AM-10PM,0.17
rest_0308,Classic Bites,South Indian,4.7,30,2,27,False,28.6174,77.1226,11AM-12AM,0.18
rest_0309,Fresh House,Chinese,4.8,624,2,41,True,28.5516,77.1287,9AM-10PM,0.23
rest_0310,Golden Cafe,Italian,4.6,10,2,35,False,28.604,77.1757,9AM-10PM,0.21
rest_0311,Tasty House,Chinese,4.9,5674,2,30,False,28.4609,77.1564,10AM-11PM,0.2
rest_0312,Tasty Point,South Indian,4.2,1043,2,32,False,28.6237,77.0449,10AM-11PM,0.18
rest_0313,Golden Hub,Chinese,4.7,64,3,50,False,28.6987,77.0197,11AM-12AM,0.22
rest_0314,Express Bites,Chinese,4.7,263,2,20,True,28.5997,77.2188,10AM-11PM,0.18
rest_0315,Royal Point,Cafe,4.5,18,2,31,False,28.548,77.1679,9AM-10PM,0.22
rest_0316,Deluxe Bites,Biryani,4.3,162,2,44,False,28.677,77.1077,11AM-12AM,0.16
rest_0317,Classic Grill,Chinese,4.7,112,2,22,False,28.4048,77.2425,9AM-10PM,0.24
rest_0318,Spicy Point,Italian,4.4,42,1,48,False,28.619,77.1164,10AM-11PM,0.2
rest_0319,Paradise Grill,Fast Food,4.7,73,3,43,False,28.6666,77.2388,10AM-11PM,0.19
rest_0320,Tasty Cafe,North Indian,4.6,63,2,37,False,28.4185,77.0917,11AM-12AM,0.21
rest_0321,Tasty Bites,Biryani,4.3,27,3,29,True,28.535,77.0219,10AM-11PM,0.21
rest_0322,Tasty Point,Street Food,4.6,40,3,20,False,28.4614,77.2798,11AM-12AM,0.16
rest_0323,Classic House,Chinese,4.7,17,3,42,False,28.57,77.1184,9AM-10PM,0.23
rest_0324,Express Kitchen,Chinese,4.7,536,2,60,False,28.5949,77.2378,10AM-11PM,0.18
rest_0325,Tasty Bites,South Indian,4.4,36,1,36,False,28.4908,77.0837,11AM-12AM,0.24
rest_0326,Deluxe Hub,Chinese,4.4,23,2,20,False,28.538,77.1939,10AM-11PM,0.23
rest_0327,Tasty Point,North Indian,4.0,524,3,39,True,28.4838,77.262,10AM-11PM,0.18
rest_0328,Paradise Cafe,Street Food,4.9,258,2,43,True,28.5108,77.0125,24 hours,0.23
rest_0329,Tasty Point,North Indian,4.8,496,3,25,False,28.4479,77.2492,24 hours,0.19
rest_0330,Fresh Cafe,South Indian,4.4,586,2,28,True,28.6657,77.1714,11AM-12AM,0.16
rest_0331,Royal Point,Desserts,4.6,2714,2,27,False,28.403,77.1822,9AM-10PM,0.25
rest_0332,Paradise Point,Fast Food,4.5,117,2,29,True,28.6647,77.1569,11AM-12AM,0.22
rest_0333,Fresh Point,South Indian,4.4,16,2,33,False,28.5715,77.2623,10AM-11PM,0.2
rest_0334,Classic Eatery,South Indian,4.5,222,2,26,False,28.4995,77.013,10AM-11PM,0.19
rest_0335,Royal Kitchen,North Indian,4.6,54,3,22,True,28.6169,77.0783,9AM-10PM,0.18
rest_0336,Fresh House,Continental,4.5,35,3,36,False,28.5523,77.2627,10AM-11PM,0.25
rest_0337,Tasty Hub,North Indian,4.8,172,3,33,True,28.5497,77.2257,11AM-12AM,0.16
rest_0338,Golden Kitchen,Italian,4.5,543,3,30,False,28.433,77.0053,11AM-12AM,0.18
rest_0339,Tasty Grill,Beverages,4.8,42,3,35,True,28.5169,77.1551,11AM-12AM,0.2
rest_0340,Spicy Grill,North Indian,4.9,1003,1,20,False,28.4723,77.1589,10AM-11PM,0.2
rest_0341,Paradise Eatery,Biryani,4.3,33,3,37,False,28.4047,77.1203,10AM-11PM,0.2
rest_0342,Classic Bites,Cafe,4.2,102,2,30,True,28.508,77.0892,10AM-11PM,0.17
rest_0343,Express Cafe,North Indian,4.6,264,1,37,True,28.4269,77.2045,11AM-12AM,0.16
rest_0344,Royal Bites,Biryani,4.4,82,3,38,False,28.477,77.0623,11AM-12AM,0.18
rest_0345,Tasty Cafe,Chinese,4.8,10,2,46,True,28.4278,77.2397,11AM-12AM,0.24
rest_0346,Fresh House,Biryani,4.7,596,1,36,False,28.4303,77.2409,11AM-12AM,0.16
rest_0347,Tasty Restaurant,Italian,4.7,58,1,45,False,28.4597,77.1246,10AM-11PM,0.23
rest_0348,Fresh Point,Continental,4.6,453,1,31,False,28.7,77.0851,9AM-10PM,0.23
rest_0349,Spicy Hub,Italian,4.8,22,4,32,False,28.4007,77.0852,11AM-12AM,0.23
rest_0350,Paradise Cafe,Street Food,4.7,28,1,34,False,28.5916,77.1447,10AM-11PM,0.24
rest_0351,Spicy Cafe,Fast Food,4.8,541,2,42,False,28.4424,77.2159,10AM-11PM,0.18
rest_0352,Spicy Bites,Chinese,4.4,247,2,41,False,28.6762,77.1077,9AM-10PM,0.17
rest_0353,Spicy Hub,Street Food,4.4,76,2,36,True,28.4281,77.183,9AM-10PM,0.2
rest_0354,Spicy Palace,South Indian,4.3,252,4,22,True,28.6865,77.1147,10AM-11PM,0.18
rest_0355,Deluxe Cafe,North Indian,4.3,35,1,41,False,28.5833,77.0914,11AM-12AM,0.22
rest_0356,Tasty Grill,North Indian,4.4,175,2,26,False,28.4004,77.0075,10AM-11PM,0.21
rest_0357,Paradise Eatery,South Indian,4.9,179,3,25,True,28.6682,77.0012,10AM-11PM,0.24
rest_0358,Royal Kitchen,South Indian,4.3,84,4,23,False,28.5565,77.0682,11AM-12AM,0.16
rest_0359,Fresh Palace,Desserts,4.8,42,3,34,False,28.4788,77.1219,11AM-12AM,0.24
rest_0360,Classic Grill,North Indian,4.3,164,3,47,True,28.6302,77.2554,11AM-12AM,0.18
rest_0361,Tasty Eatery,Continental,4.5,136,1,25,False,28.678,77.2395,10AM-11PM,0.2
rest_0362,Tasty Palace,North Indian,4.9,73,2,51,True,28.5451,77.0801,10AM-11PM,0.19
rest_0363,Corner Point,Biryani,4.5,31,2,44,False,28.4947,77.0734,10AM-11PM,0.23
rest_0364,Spicy Cafe,Beverages,4.6,151,3,20,True,28.6367,77.0682,10AM-11PM,0.19
rest_0365,Fresh Bites,Chinese,4.6,74,2,31,False,28.6045,77.1018,10AM-11PM,0.24
rest_0366,Royal House,Street Food,4.9,31,2,24,True,28.6666,77.1495,10AM-11PM,0.24
rest_0367,Paradise Restaurant,North Indian,4.5,158,2,41,False,28.6078,77.1316,10AM-11PM,0.24
rest_0368,Express Grill,Fast Food,4.9,1656,1,25,False,28.4731,77.0655,10AM-11PM,0.16
rest_0369,Golden Grill,South Indian,4.5,85,2,20,True,28.6795,77.0391,11AM-12AM,0.24
rest_0370,Golden Grill,Biryani,3.9,1403,4,31,False,28.4315,77.0038,10AM-11PM,0.23
rest_0371,Deluxe Hub,North Indian,3.8,3538,2,46,False,28.4804,77.0462,10AM-11PM,0.16
rest_0372,Royal Bites,Italian,4.7,35,3,33,True,28.5561,77.2116,11AM-12AM,0.16
rest_0373,Classic Hub,Fast Food,4.1,150,3,38,False,28.5697,77.0731,10AM-11PM,0.16
rest_0374,Royal Point,South Indian,4.7,3482,2,39,False,28.4046,77.1406,11AM-12AM,0.15
rest_0375,Fresh Bites,North Indian,4.6,123,1,20,False,28.6342,77.1774,10AM-11PM,0.2
rest_0376,Classic Cafe,North Indian,4.6,156,2,26,False,28.5085,77.2661,10AM-11PM,0.25
rest_0377,Fresh Cafe,South Indian,4.8,12,2,35,False,28.5219,77.2667,10AM-11PM,0.19
rest_0378,Tasty Point,Italian,4.6,66,3,29,True,28.6428,77.2237,10AM-11PM,0.2
rest_0379,Deluxe Eatery,North Indian,4.7,341,2,52,False,28.5138,77.0105,11AM-12AM,0.25
rest_0380,Spicy Kitchen,South Indian,4.7,5675,1,22,False,28.4142,77.1725,9AM-10PM,0.18
rest_0381,Classic House,North Indian,4.7,110,2,25,False,28.4529,77.236,10AM-11PM,0.24
rest_0382,Classic House,Fast Food,4.7,12,4,37,False,28.6868,77.0052,10AM-11PM,0.2
rest_0383,Deluxe Cafe,North Indian,4.3,18,3,28,False,28.4211,77.1649,11AM-12AM,0.21
rest_0384,Corner Kitchen,South Indian,4.1,140,3,20,True,28.5065,77.2573,10AM-11PM,0.18
rest_0385,Classic Palace,North Indian,4.7,867,3,54,True,28.551,77.1422,9AM-10PM,0.21
rest_0386,Tasty Grill,Chinese,4.8,386,2,24,True,28.548,77.0012,10AM-11PM,0.16
rest_0387,Tasty Hub,Street Food,4.8,296,3,40,True,28.4012,77.0033,24 hours,0.23
rest_0388,Golden Grill,Chinese,5.0,1057,1,22,False,28.5503,77.125,10AM-11PM,0.18
rest_0389,Express Eatery,North Indian,4.1,50,3,26,True,28.5151,77.0465,10AM-11PM,0.24
rest_0390,Paradise Grill,Fast Food,4.9,152,3,20,True,28.6916,77.1993,9AM-10PM,0.19
rest_0391,Spicy Eatery,Fast Food,4.0,67,1,27,True,28.4477,77.2126,11AM-12AM,0.16
rest_0392,Corner Hub,North Indian,4.7,98,3,28,True,28.5062,77.0534,11AM-12AM,0.22
rest_0393,Paradise Hub,Fast Food,4.9,32,4,33,True,28.5258,77.2666,11AM-12AM,0.17
rest_0394,Paradise Bites,Desserts,4.9,88,2,31,True,28.5172,77.1326,11AM-12AM,0.23
rest_0395,Classic Cafe,North Indian,4.8,142,3,20,False,28.5997,77.0429,10AM-11PM,0.25
rest_0396,Royal Hub,Fast Food,4.6,85,1,29,False,28.4647,77.2293,11AM-12AM,0.23
rest_0397,Deluxe Restaurant,Continental,4.7,116,2,49,True,28.4663,77.237,10AM-11PM,0.15
rest_0398,Fresh Eatery,Chinese,4.6,272,2,48,False,28.6188,77.1918,9AM-10PM,0.21
rest_0399,Paradise House,North Indian,4.7,951,2,39,False,28.5501,77.256,24 hours,0.22
rest_0400,Tasty Restaurant,North Indian,4.4,1060,4,41,True,28.5245,77.2212,10AM-11PM,0.23
rest_0401,Express Eatery,Street Food,4.5,465,3,55,True,28.4508,77.2647,10AM-11PM,0.16
rest_0402,Deluxe Kitchen,Cafe,4.4,22,3,40,False,28.4563,77.1302,10AM-11PM,0.2
rest_0403,Golden House,Continental,4.2,86,2,41,False,28.4032,77.2243,10AM-11PM,0.2
rest_0404,Golden Eatery,Chinese,4.2,98,4,20,True,28.4274,77.2999,9AM-10PM,0.17
rest_0405,Royal House,Italian,4.8,55,1,23,True,28.5671,77.2175,10AM-11PM,0.18
rest_0406,Spicy Palace,Italian,4.8,248,3,34,False,28.6676,77.0343,10AM-11PM,0.19
rest_0407,Express Bites,Chinese,4.9,13,2,26,True,28.4861,77.1555,9AM-10PM,0.23
rest_0408,Corner Grill,North Indian,4.5,1882,1,25,True,28.4983,77.1762,9AM-10PM,0.24
rest_0409,Tasty Hub,Fast Food,4.2,891,3,26,False,28.4347,77.0523,11AM-12AM,0.21
rest_0410,Classic House,South Indian,4.1,304,2,20,False,28.5166,77.2889,11AM-12AM,0.19
rest_0411,Fresh Cafe,Fast Food,4.5,135,2,27,False,28.4112,77.0527,11AM-12AM,0.18
rest_0412,Golden Eatery,South Indian,4.3,937,2,38,False,28.6753,77.0533,24 hours,0.25
rest_0413,Spicy Grill,North Indian,4.5,417,1,52,True,28.6019,77.2746,11AM-12AM,0.25
rest_0414,Express Point,North Indian,4.9,780,2,42,True,28.6972,77.1396,11AM-12AM,0.24
rest_0415,Deluxe Kitchen,Chinese,4.7,135,1,41,False,28.6648,77.019,10AM-11PM,0.23
rest_0416,Fresh Cafe,Desserts,4.5,2173,2,20,True,28.5419,77.1795,10AM-11PM,0.18
rest_0417,Fresh Cafe,North Indian,4.5,854,1,36,False,28.5559,77.1805,11AM-12AM,0.23
rest_0418,Express Restaurant,Street Food,4.4,318,3,34,False,28.4572,77.0194,9AM-10PM,0.19
rest_0419,Golden Grill,Chinese,4.4,976,2,37,False,28.5386,77.2918,9AM-10PM,0.18
rest_0420,Paradise House,Fast Food,4.2,79,4,31,True,28.6709,77.1632,24 hours,0.22
rest_0421,Paradise Hub,South Indian,5.0,25,3,51,False,28.4153,77.1679,11AM-12AM,0.16
rest_0422,Royal Grill,Street Food,4.4,240,2,35,False,28.6591,77.156,11AM-12AM,0.15
rest_0423,Fresh Palace,Fast Food,4.9,136,3,36,False,28.5023,77.1832,9AM-10PM,0.19
rest_0424,Corner Cafe,South Indian,4.3,110,3,20,True,28.6699,77.0793,11AM-12AM,0.19
rest_0425,Spicy Palace,North Indian,4.1,920,4,33,True,28.6823,77.0862,10AM-11PM,0.24
rest_0426,Golden Cafe,Street Food,4.2,190,2,46,True,28.6013,77.1534,10AM-11PM,0.16
rest_0427,Express Kitchen,Beverages,4.0,220,1,40,False,28.5993,77.242,9AM-10PM,0.16
rest_0428,Corner Cafe,North Indian,4.8,90,3,20,False,28.5358,77.015,10AM-11PM,0.16
rest_0429,Royal House,Fast Food,4.8,556,3,30,False,28.6507,77.181,9AM-10PM,0.15
rest_0430,Spicy Grill,Biryani,4.4,425,3,52,False,28.6885,77.242,10AM-11PM,0.16
rest_0431,Classic Hub,Street Food,4.5,550,2,33,True,28.6325,77.0471,11AM-12AM,0.22
rest_0432,Fresh Cafe,Beverages,4.7,70,3,38,False,28.5866,77.0045,11AM-12AM,0.19
rest_0433,Classic Cafe,Fast Food,4.5,1049,4,51,True,28.582,77.0938,11AM-12AM,0.23
rest_0434,Golden Hub,Chinese,4.8,2340,2,33,False,28.6548,77.1764,10AM-11PM,0.25
rest_0435,Golden Kitchen,South Indian,4.4,524,1,42,False,28.5624,77.0415,9AM-10PM,0.22
rest_0436,Golden Kitchen,South Indian,4.9,44,2,39,False,28.6412,77.1278,11AM-12AM,0.16
rest_0437,Tasty Eatery,Continental,4.9,44,3,41,False,28.5527,77.1657,10AM-11PM,0.16
rest_0438,Express Point,Fast Food,4.5,84,3,38,True,28.4187,77.1797,11AM-12AM,0.24
rest_0439,Golden Hub,South Indian,4.8,63,3,29,True,28.5152,77.0823,10AM-11PM,0.2
rest_0440,Tasty Cafe,Street Food,4.8,133,2,30,False,28.5333,77.12,10AM-11PM,0.23
rest_0441,Spicy Grill,Continental,4.7,383,2,26,False,28.4425,77.2335,10AM-11PM,0.24
rest_0442,Classic Point,Italian,4.7,229,2,20,True,28.4307,77.2824,9AM-10PM,0.24
rest_0443,Paradise Eatery,Chinese,4.9,201,2,47,True,28.5606,77.2586,11AM-12AM,0.24
rest_0444,Spicy Grill,Italian,4.5,103,3,35,False,28.4255,77.1693,11AM-12AM,0.21
rest_0445,Spicy Palace,North Indian,4.3,132,4,46,True,28.4909,77.1231,10AM-11PM,0.18
rest_0446,Tasty Point,South Indian,4.8,490,4,50,False,28.6234,77.0999,10AM-11PM,0.25
rest_0447,Deluxe Kitchen,North Indian,4.8,10,4,35,False,28.6893,77.0375,24 hours,0.2
rest_0448,Deluxe Grill,North Indian,4.5,145,2,21,True,28.6154,77.032,11AM-12AM,0.16
rest_0449,Express Restaurant,Chinese,4.8,228,2,33,True,28.6978,77.2065,9AM-10PM,0.21
rest_0450,Royal Kitchen,Italian,4.6,480,3,28,False,28.6095,77.0779,10AM-11PM,0.21
rest_0451,Fresh Bites,North Indian,4.6,32,4,20,False,28.4881,77.0764,10AM-11PM,0.24
rest_0452,Fresh Grill,Fast Food,5.0,30,1,29,False,28.6016,77.2995,9AM-10PM,0.22
rest_0453,Deluxe Bites,South Indian,4.3,356,2,34,False,28.6106,77.0564,11AM-12AM,0.18
rest_0454,Royal Hub,Biryani,4.9,10,1,28,True,28.5115,77.0444,10AM-11PM,0.25
rest_0455,Tasty Grill,Beverages,4.9,1094,3,27,False,28.4053,77.0296,10AM-11PM,0.23
rest_0456,Express Grill,North Indian,4.6,208,2,22,False,28.611,77.1739,9AM-10PM,0.21
rest_0457,Deluxe Point,Chinese,4.6,1537,2,36,True,28.4065,77.1884,10AM-11PM,0.18
rest_0458,Royal Point,North Indian,4.9,29,1,53,False,28.5894,77.1096,11AM-12AM,0.19
rest_0459,Fresh Point,Italian,4.7,77,2,47,True,28.4491,77.1606,10AM-11PM,0.22
rest_0460,Royal Eatery,Italian,4.9,10,3,41,True,28.5697,77.2365,10AM-11PM,0.16
rest_0461,Golden House,South Indian,4.5,44,2,41,True,28.5512,77.2454,24 hours,0.18
rest_0462,Classic House,Italian,4.9,112,3,33,False,28.4041,77.2874,10AM-11PM,0.22
rest_0463,Spicy Grill,South Indian,4.3,10,3,20,False,28.5089,77.2473,11AM-12AM,0.2
rest_0464,Corner Restaurant,North Indian,4.2,82,3,31,False,28.5803,77.1695,9AM-10PM,0.19
rest_0465,Corner Hub,Continental,4.8,10,1,25,False,28.6546,77.0539,10AM-11PM,0.17
rest_0466,Express Kitchen,South Indian,4.6,100,4,36,False,28.6666,77.0299,10AM-11PM,0.19
rest_0467,Paradise Kitchen,Italian,4.4,829,2,47,True,28.5452,77.0164,11AM-12AM,0.23
rest_0468,Deluxe Kitchen,Chinese,4.9,140,4,54,True,28.6185,77.2,10AM-11PM,0.18
rest_0469,Tasty Restaurant,Healthy,4.6,1785,4,35,True,28.4949,77.2423,10AM-11PM,0.15
rest_0470,Spicy Point,North Indian,4.5,482,2,20,True,28.5027,77.1526,10AM-11PM,0.22
rest_0471,Corner Grill,Chinese,4.7,1121,1,35,False,28.4583,77.0164,11AM-12AM,0.25
rest_0472,Royal Restaurant,Continental,4.6,47,2,35,False,28.5686,77.1606,11AM-12AM,0.21
rest_0473,Royal Cafe,Chinese,4.8,45,2,41,False,28.4944,77.2807,11AM-12AM,0.16
rest_0474,Express Hub,Healthy,4.4,249,2,34,True,28.4253,77.1793,10AM-11PM,0.18
rest_0475,Paradise Hub,Continental,5.0,13,2,35,False,28.6055,77.2428,11AM-12AM,0.24
rest_0476,Corner Eatery,Continental,4.2,300,2,28,False,28.6123,77.24,24 hours,0.17
rest_0477,Golden Kitchen,Fast Food,4.6,91,1,31,True,28.508,77.2796,11AM-12AM,0.21
rest_0478,Golden Restaurant,Beverages,4.7,1091,1,40,False,28.423,77.2311,11AM-12AM,0.19
rest_0479,Golden Cafe,Biryani,4.5,411,2,20,False,28.5279,77.2243,11AM-12AM,0.17
rest_0480,Deluxe Kitchen,Continental,4.4,768,1,31,False,28.5327,77.0702,9AM-10PM,0.23
rest_0481,Fresh Restaurant,Fast Food,4.9,47,2,41,False,28.6006,77.018,9AM-10PM,0.22
rest_0482,Tasty Palace,North Indian,4.8,715,2,51,False,28.4946,77.1553,10AM-11PM,0.22
rest_0483,Express Bites,North Indian,4.2,1296,2,31,True,28.6048,77.0373,10AM-11PM,0.17
rest_0484,Classic Point,Italian,4.8,140,3,46,False,28.6614,77.2887,10AM-11PM,0.16
rest_0485,Classic Kitchen,North Indian,4.3,48,2,51,True,28.4712,77.087,10AM-11PM,0.21
rest_0486,Express Cafe,Chinese,4.8,50,2,31,True,28.6937,77.2559,10AM-11PM,0.21
rest_0487,Golden Grill,South Indian,4.8,951,2,29,False,28.5159,77.1163,9AM-10PM,0.17
rest_0488,Golden Grill,South Indian,4.4,8320,3,33,False,28.4802,77.097,10AM-11PM,0.16
rest_0489,Corner Point,Fast Food,4.6,34,3,34,False,28.5265,77.2805,11AM-12AM,0.16
rest_0490,Golden Bites,Desserts,4.7,30,3,45,False,28.4283,77.109,11AM-12AM,0.25
rest_0491,Royal Hub,North Indian,4.8,591,3,27,False,28.4377,77.1171,10AM-11PM,0.23
rest_0492,Golden Palace,Italian,4.8,47,1,50,False,28.5243,77.0318,9AM-10PM,0.24
rest_0493,Classic Point,Biryani,4.9,683,2,26,False,28.6287,77.2011,9AM-10PM,0.17
rest_0494,Golden Eatery,North Indian,4.5,298,1,22,True,28.6701,77.0867,10AM-11PM,0.25
rest_0495,Corner Cafe,Fast Food,4.9,143,4,40,False,28.5994,77.1757,10AM-11PM,0.16
rest_0496,Express Grill,South Indian,4.6,287,3,47,True,28.4316,77.1774,10AM-11PM,0.2
rest_0497,Paradise Eatery,South Indian,4.3,262,3,36,False,28.6016,77.2158,11AM-12AM,0.23
rest_0498,Classic Grill,Healthy,4.5,113,2,39,True,28.5906,77.2236,10AM-11PM,0.18
rest_0499,Spicy House,South Indian,4.1,10,3,54,False,28.6417,77.1543,11AM-12AM,0.19
