user_id,total_orders,avg_order_value,favorite_cuisine,price_sensitivity,avg_rating_given,dietary_preference,preferred_meal_time,location_lat,location_lon,days_since_last_order
user_015935,12,170.42,Desserts,low,4.7,vegan,lunch,28.4072,77.1072,22
user_015936,4,150.0,Desserts,medium,4.2,no_preference,breakfast,28.4103,77.2457,0
user_015937,1,647.52,Street Food,low,4.8,veg,lunch,28.5463,77.0185,5
user_015938,2,308.23,Desserts,low,4.7,non_veg,snacks,28.5014,77.0062,15
user_015939,2,158.96,Chinese,low,4.8,non_veg,lunch,28.4259,77.0315,7
user_015940,7,292.49,Italian,high,4.9,non_veg,dinner,28.5801,77.2343,22
user_015941,3,361.89,North Indian,medium,4.4,veg,breakfast,28.4367,77.1898,2
user_015942,13,558.71,Desserts,medium,4.7,non_veg,dinner,28.5496,77.0832,3
user_015943,1,350.03,Healthy,high,4.3,non_veg,lunch,28.6395,77.1069,9
user_015944,7,661.53,Street Food,high,4.6,non_veg,lunch,28.4729,77.1027,7
user_015945,6,448.04,Chinese,medium,4.5,veg,dinner,28.5184,77.0182,0
user_015946,2,381.85,Chinese,medium,4.4,non_veg,dinner,28.5576,77.262,0
user_015947,6,150.0,North Indian,medium,4.7,non_veg,dinner,28.5908,77.1546,14
user_015948,4,478.1,Biryani,medium,4.2,non_veg,lunch,28.5318,77.0343,39
user_015949,19,300.85,Italian,high,4.5,non_veg,dinner,28.5002,77.1622,32
user_015950,4,150.35,Street Food,medium,4.7,no_preference,dinner,28.6579,77.2059,4
user_015951,17,193.9,North Indian,medium,4.8,non_veg,dinner,28.5773,77.2598,0
user_015952,12,219.08,Desserts,low,4.4,veg,lunch,28.4563,77.0429,15
user_015953,1,387.5,Cafe,low,4.6,veg,lunch,28.4445,77.0019,4
user_015954,4,564.24,Continental,high,4.2,veg,dinner,28.6455,77.2912,22
user_015955,12,401.37,Italian,low,4.5,non_veg,breakfast,28.6013,77.0835,18
user_015956,6,502.92,Beverages,high,4.8,veg,lunch,28.6965,77.0747,7
user_015957,4,364.05,Beverages,high,4.2,non_veg,lunch,28.5133,77.277,16
user_015958,5,150.0,Street Food,medium,4.8,non_veg,breakfast,28.4571,77.0298,0
user_015959,9,206.44,South Indian,medium,4.9,veg,breakfast,28.4482,77.1333,21
user_015960,2,288.55,North Indian,high,4.4,non_veg,lunch,28.5376,77.2333,7
user_015961,3,161.39,Beverages,medium,4.6,non_veg,dinner,28.5455,77.2383,0
user_015962,12,452.81,Beverages,high,4.6,veg,dinner,28.6167,77.0141,14
user_015963,5,268.7,Cafe,low,4.4,non_veg,snacks,28.5917,77.2574,24
user_015964,3,402.97,Continental,medium,4.2,non_veg,lunch,28.6072,77.2736,10
user_015965,4,339.48,Chinese,medium,4.5,non_veg,snacks,28.4682,77.2053,1
user_015966,8,150.0,North Indian,medium,4.9,non_veg,breakfast,28.5336,77.1341,3
user_015967,4,417.41,Continental,low,4.8,no_preference,dinner,28.6093,77.1284,1
user_015968,5,340.74,North Indian,medium,4.7,non_veg,lunch,28.4273,77.2606,6
user_015969,1,456.75,Beverages,medium,4.4,non_veg,snacks,28.5817,77.252,2
user_015970,6,305.08,Desserts,high,4.7,veg,dinner,28.6072,77.2098,22
user_015971,3,561.49,Cafe,low,4.9,veg,lunch,28.4735,77.091,34
user_015972,13,223.81,Italian,medium,3.8,non_veg,breakfast,28.683,77.1033,3
user_015973,4,426.06,North Indian,medium,4.8,no_preference,dinner,28.6147,77.2668,9
user_015974,26,296.97,North Indian,low,4.3,no_preference,dinner,28.613,77.2134,1
user_015975,9,370.25,Italian,high,4.9,no_preference,dinner,28.5406,77.219,15
user_015976,1,728.54,Beverages,high,4.5,non_veg,lunch,28.6892,77.0358,16
user_015977,1,458.87,Chinese,low,4.7,non_veg,dinner,28.6568,77.1097,15
user_015978,4,710.39,Beverages,medium,4.3,non_veg,breakfast,28.6957,77.2718,16
user_015979,4,1169.22,Cafe,medium,4.9,veg,lunch,28.5865,77.0893,2
user_015980,1,396.91,Biryani,low,4.8,non_veg,dinner,28.4203,77.0278,4
user_015981,4,349.65,Biryani,medium,4.4,no_preference,lunch,28.5667,77.0699,5
user_015982,3,458.95,Fast Food,medium,4.2,non_veg,dinner,28.4353,77.2202,8
user_015983,5,255.37,Healthy,medium,4.6,non_veg,dinner,28.4422,77.0432,1
user_015984,50,282.74,Desserts,high,4.7,non_veg,breakfast,28.6279,77.2166,3
user_015985,1,242.89,Desserts,high,4.2,non_veg,dinner,28.6221,77.0175,0
user_015986,13,219.74,Cafe,medium,4.5,non_veg,dinner,28.656,77.2013,0
user_015987,8,288.77,Italian,medium,4.7,non_veg,dinner,28.658,77.2739,3
user_015988,2,512.94,Chinese,medium,4.5,non_veg,dinner,28.6499,77.0348,5
user_015989,4,165.33,South Indian,low,4.2,non_veg,snacks,28.6417,77.1656,18
user_015990,13,181.43,Italian,high,4.7,non_veg,dinner,28.6156,77.1002,5
user_015991,5,545.8,Continental,low,4.2,veg,dinner,28.5409,77.1163,20
user_015992,1,279.51,Street Food,medium,4.8,veg,dinner,28.5609,77.1037,21
user_015993,6,264.86,Healthy,low,4.7,no_preference,snacks,28.6545,77.2943,12
user_015994,10,358.91,Beverages,medium,4.6,non_veg,dinner,28.5537,77.2821,2
user_015995,2,532.49,Continental,high,4.8,non_veg,snacks,28.4818,77.089,4
user_015996,12,522.48,Healthy,high,4.4,non_veg,lunch,28.6365,77.2259,5
user_015997,13,447.62,Street Food,low,4.5,non_veg,dinner,28.4918,77.0112,8
user_015998,21,751.35,Italian,medium,4.7,non_veg,lunch,28.6334,77.1139,9
user_015999,14,154.86,Biryani,high,4.8,non_veg,dinner,28.4131,77.2795,12
user_016000,95,329.48,Biryani,medium,4.8,non_veg,dinner,28.5236,77.1871,10
user_016001,18,179.85,Street Food,medium,4.8,non_veg,lunch,28.4398,77.2192,6
user_016002,5,344.85,Fast Food,medium,4.8,veg,lunch,28.5491,77.2569,0
user_016003,11,222.13,Desserts,medium,4.7,vegan,lunch,28.4361,77.0971,3
user_016004,5,415.23,Italian,medium,4.7,non_veg,dinner,28.4464,77.2678,38
user_016005,3,518.04,Desserts,low,4.5,no_preference,lunch,28.6331,77.1591,9
user_016006,1,195.77,Fast Food,high,4.8,non_veg,dinner,28.5019,77.2069,7
user_016007,3,387.07,Chinese,high,4.7,veg,dinner,28.6321,77.1281,9
user_016008,13,264.66,Continental,medium,4.8,non_veg,dinner,28.441,77.1484,17
user_016009,1,421.12,Chinese,medium,4.9,veg,dinner,28.5571,77.1595,0
user_016010,7,719.62,Biryani,high,4.4,veg,breakfast,28.5726,77.189,5
user_016011,2,189.87,Biryani,medium,4.7,non_veg,lunch,28.5394,77.1757,8
user_016012,4,291.76,Biryani,medium,4.9,non_veg,lunch,28.6155,77.0517,1
user_016013,4,319.57,Cafe,high,4.2,non_veg,dinner,28.49,77.0294,1
user_016014,6,601.54,South Indian,medium,4.4,non_veg,dinner,28.4879,77.1471,3
user_016015,72,371.91,Beverages,low,4.4,vegan,dinner,28.6361,77.2151,3
user_016016,2,594.02,South Indian,medium,4.3,non_veg,lunch,28.5317,77.1318,1
user_016017,4,429.51,Continental,high,4.6,non_veg,dinner,28.4446,77.1591,14
user_016018,3,413.32,North Indian,medium,4.7,veg,dinner,28.5535,77.2863,3
user_016019,1,594.65,South Indian,medium,4.5,veg,lunch,28.5115,77.0191,9
user_016020,13,310.78,Street Food,high,4.8,non_veg,dinner,28.4827,77.0053,2
user_016021,1,196.73,South Indian,high,4.7,veg,dinner,28.4806,77.0577,3
user_016022,24,288.47,North Indian,medium,4.9,veg,lunch,28.466,77.0803,13
user_016023,1,611.56,Italian,medium,3.9,non_veg,lunch,28.4397,77.1539,3
user_016024,7,619.87,Italian,medium,4.6,non_veg,dinner,28.5005,77.0462,8
user_016025,38,195.08,Continental,high,4.3,non_veg,dinner,28.4219,77.2709,2
user_016026,8,161.46,Italian,low,4.8,non_veg,dinner,28.6744,77.0173,26
user_016027,2,1353.01,South Indian,low,4.8,non_veg,snacks,28.6131,77.0569,2
user_016028,1,586.66,North Indian,high,4.3,non_veg,lunch,28.6306,77.273,5
user_016029,1,262.84,Chinese,high,4.6,no_preference,snacks,28.4365,77.2618,4
user_016030,3,281.33,Street Food,low,4.3,non_veg,breakfast,28.405,77.1054,6
user_016031,1,636.91,Beverages,medium,4.9,veg,lunch,28.4352,77.1202,0
user_016032,4,150.0,South Indian,high,4.3,non_veg,dinner,28.5563,77.2544,5
user_016033,2,264.53,Chinese,low,4.5,non_veg,dinner,28.5737,77.2892,5
user_016034,5,287.25,Fast Food,low,4.5,non_veg,lunch,28.5367,77.0085,10
user_016035,1,400.8,Chinese,medium,4.5,non_veg,dinner,28.5191,77.283,7
user_016036,2,300.73,Chinese,low,4.0,non_veg,lunch,28.4569,77.2037,2
user_016037,8,890.32,Street Food,medium,4.7,veg,dinner,28.5743,77.1125,13
user_016038,6,459.3,Chinese,high,4.6,non_veg,dinner,28.4914,77.1794,24
user_016039,1,505.25,Chinese,medium,4.6,non_veg,lunch,28.5912,77.1758,2
user_016040,12,333.02,Beverages,low,4.4,veg,dinner,28.5003,77.0133,7
user_016041,1,944.45,Cafe,high,4.3,veg,lunch,28.4919,77.0288,15
user_016042,1,353.65,Street Food,low,4.7,non_veg,breakfast,28.418,77.1221,31
user_016043,3,372.33,Continental,high,4.8,veg,dinner,28.6131,77.0301,6
user_016044,82,782.49,Beverages,low,4.7,no_preference,dinner,28.4302,77.1406,4
user_016045,3,522.19,Biryani,medium,4.0,veg,dinner,28.6599,77.2556,0
user_016046,5,250.98,Chinese,medium,4.9,non_veg,dinner,28.5617,77.0725,2
user_016047,10,474.8,Biryani,low,4.9,non_veg,lunch,28.522,77.197,1
user_016048,1,150.0,Fast Food,medium,4.5,veg,lunch,28.6322,77.023,6
user_016049,6,560.87,Continental,medium,4.7,no_preference,dinner,28.5404,77.2039,3
user_016050,1,572.11,Desserts,low,4.7,no_preference,lunch,28.514,77.1505,25
user_016051,8,322.75,Healthy,medium,4.5,non_veg,lunch,28.6871,77.2162,36
user_016052,7,174.74,South Indian,medium,4.7,non_veg,dinner,28.572,77.0647,5
user_016053,6,344.72,Street Food,high,4.8,non_veg,snacks,28.4849,77.1692,6
user_016054,5,315.4,Fast Food,low,4.7,veg,dinner,28.5116,77.1307,16
user_016055,50,364.58,South Indian,high,4.5,non_veg,breakfast,28.6943,77.2954,17
user_016056,5,317.09,Chinese,medium,4.3,non_veg,dinner,28.5442,77.1572,19
user_016057,8,693.4,Healthy,low,4.6,no_preference,dinner,28.6608,77.0676,7
user_016058,6,557.37,Beverages,medium,4.6,non_veg,snacks,28.6054,77.2974,3
user_016059,1,736.96,Chinese,medium,4.7,vegan,lunch,28.4507,77.2558,40
user_016060,1,454.07,North Indian,high,4.7,no_preference,dinner,28.5992,77.2066,0
user_016061,1,329.91,Street Food,medium,4.5,non_veg,snacks,28.6878,77.1523,7
user_016062,1,369.48,Italian,low,4.4,non_veg,dinner,28.6234,77.2966,3
user_016063,2,324.13,Desserts,medium,4.0,non_veg,dinner,28.4033,77.1421,2
user_016064,3,254.39,Biryani,medium,4.2,non_veg,dinner,28.6439,77.1322,11
user_016065,3,530.92,Continental,medium,4.5,non_veg,dinner,28.4688,77.1452,4
user_016066,8,298.26,South Indian,low,4.2,vegan,breakfast,28.5945,77.0617,1
user_016067,22,469.42,Biryani,high,4.8,non_veg,lunch,28.5862,77.0445,8
user_016068,17,297.23,Italian,medium,4.7,no_preference,dinner,28.5029,77.226,3
user_016069,6,440.28,Fast Food,medium,4.6,veg,dinner,28.6585,77.2326,10
user_016070,1,234.62,Continental,low,4.7,no_preference,breakfast,28.6175,77.0196,8
user_016071,15,517.71,Continental,medium,4.5,veg,dinner,28.5065,77.1742,13
user_016072,2,358.67,Cafe,high,4.2,non_veg,lunch,28.6518,77.004,1
user_016073,7,312.12,North Indian,medium,4.6,non_veg,snacks,28.5447,77.0734,0
user_016074,6,150.0,Fast Food,low,4.5,no_preference,lunch,28.4644,77.082,2
user_016075,1,228.04,North Indian,high,4.5,veg,snacks,28.6881,77.0171,4
user_016076,2,154.7,Beverages,low,4.7,non_veg,lunch,28.5336,77.1255,9
user_016077,8,354.61,Italian,medium,4.1,non_veg,dinner,28.5222,77.2578,0
user_016078,3,854.24,Healthy,low,3.9,vegan,lunch,28.5735,77.0869,6
user_016079,147,256.32,South Indian,high,4.8,veg,dinner,28.6762,77.2221,15
user_016080,2,507.55,Continental,low,4.8,non_veg,dinner,28.403,77.2502,29
user_016081,1,324.6,Fast Food,medium,4.7,veg,breakfast,28.4025,77.2663,6
user_016082,4,655.12,Healthy,medium,4.4,non_veg,lunch,28.5354,77.0875,9
user_016083,3,150.0,North Indian,low,4.7,non_veg,breakfast,28.6493,77.2701,12
user_016084,1,581.53,Healthy,medium,4.2,veg,dinner,28.5411,77.0552,2
user_016085,12,153.5,Chinese,high,4.5,veg,dinner,28.5774,77.098,7
user_016086,14,407.1,Fast Food,medium,4.2,no_preference,dinner,28.4845,77.0762,20
user_016087,12,623.8,North Indian,low,4.3,non_veg,lunch,28.6753,77.2899,2
user_016088,6,192.77,Healthy,low,4.5,no_preference,dinner,28.5299,77.2653,6
user_016089,3,354.92,Cafe,low,4.3,non_veg,dinner,28.5779,77.278,13
user_016090,5,248.37,Chinese,high,4.1,veg,lunch,28.5326,77.2329,8
user_016091,3,614.26,Street Food,medium,4.3,veg,snacks,28.4175,77.2649,5
user_016092,2,234.05,Healthy,low,4.5,veg,snacks,28.6598,77.242,11
user_016093,28,449.09,South Indian,low,4.8,non_veg,dinner,28.672,77.1686,8
user_016094,20,290.8,Desserts,medium,4.3,no_preference,dinner,28.6001,77.0338,9
user_016095,9,252.71,Biryani,high,4.7,non_veg,dinner,28.5628,77.1488,0
user_016096,2,316.27,Beverages,medium,4.7,no_preference,lunch,28.5885,77.187,7
user_016097,9,238.8,Biryani,medium,4.6,no_preference,dinner,28.5048,77.0055,9
user_016098,3,389.23,Fast Food,high,4.2,non_veg,dinner,28.5591,77.2397,0
user_016099,3,319.07,Continental,medium,4.3,non_veg,dinner,28.6115,77.0758,9
user_016100,4,184.62,Continental,medium,4.6,non_veg,lunch,28.4682,77.2928,3
user_016101,7,159.36,Fast Food,medium,4.4,no_preference,dinner,28.4735,77.2803,4
user_016102,2,587.49,North Indian,medium,4.6,non_veg,dinner,28.508,77.0555,35
user_016103,3,671.44,Continental,medium,4.7,non_veg,dinner,28.5945,77.1198,8
user_016104,21,418.39,Cafe,medium,5.0,no_preference,dinner,28.6454,77.0755,31
user_016105,1,163.82,Biryani,high,4.8,veg,lunch,28.6368,77.1,12
user_016106,15,413.04,Italian,high,4.6,no_preference,dinner,28.6629,77.2189,6
user_016107,3,150.0,Italian,high,4.2,non_veg,lunch,28.5537,77.1105,0
user_016108,2,329.35,Street Food,high,4.6,non_veg,lunch,28.6193,77.0598,14
user_016109,3,341.47,Italian,low,4.7,non_veg,dinner,28.5751,77.1735,7
user_016110,4,212.47,Continental,medium,4.5,non_veg,dinner,28.5404,77.0678,3
user_016111,13,356.13,Beverages,low,4.9,veg,dinner,28.4358,77.1856,8
user_016112,5,309.76,Healthy,medium,4.8,no_preference,dinner,28.5633,77.2407,5
user_016113,2,722.64,Cafe,medium,4.7,veg,dinner,28.4346,77.224,8
user_016114,10,594.11,North Indian,medium,4.5,veg,dinner,28.6463,77.2201,8
user_016115,3,443.14,South Indian,high,4.9,non_veg,lunch,28.5886,77.217,6
user_016116,8,462.88,Biryani,high,4.7,non_veg,dinner,28.4314,77.067,5
user_016117,6,573.92,Biryani,medium,4.9,veg,lunch,28.5026,77.1386,32
user_016118,1,150.0,Street Food,high,4.8,vegan,snacks,28.5876,77.0758,0
user_016119,8,185.06,Beverages,low,4.9,veg,snacks,28.6808,77.0051,9
user_016120,1,386.48,Beverages,low,4.7,non_veg,dinner,28.6478,77.1763,2
user_016121,3,150.0,Biryani,low,4.4,veg,dinner,28.5573,77.2427,22
user_016122,1,261.51,Cafe,medium,4.6,veg,dinner,28.4078,77.2358,1
user_016123,1,265.35,Cafe,high,4.9,veg,lunch,28.4594,77.2225,1
user_016124,6,390.11,Biryani,low,4.9,non_veg,lunch,28.5096,77.2223,3
user_016125,12,150.0,Beverages,low,4.0,non_veg,snacks,28.5145,77.1695,19
user_016126,4,150.0,Beverages,low,4.8,non_veg,lunch,28.6685,77.1709,1
user_016127,20,220.46,Cafe,low,4.3,non_veg,breakfast,28.581,77.2014,3
user_016128,4,588.23,Desserts,low,4.5,non_veg,dinner,28.4947,77.1915,1
user_016129,5,798.66,Beverages,low,4.5,non_veg,breakfast,28.4202,77.2623,6
user_016130,1,524.84,Biryani,low,4.7,non_veg,lunch,28.6538,77.0127,1
user_016131,9,365.44,Fast Food,high,4.6,vegan,snacks,28.5427,77.0704,4
user_016132,8,351.8,Desserts,medium,4.8,non_veg,lunch,28.4346,77.2334,9
user_016133,2,596.62,Chinese,medium,4.8,no_preference,lunch,28.5355,77.2574,34
user_016134,1,202.82,Cafe,medium,4.4,non_veg,snacks,28.4273,77.0439,7
user_016135,1,797.64,Biryani,medium,4.7,non_veg,lunch,28.4335,77.1036,25
user_016136,15,644.51,Street Food,high,4.8,non_veg,dinner,28.6571,77.1767,1
user_016137,1,258.94,Cafe,low,4.8,non_veg,dinner,28.4362,77.2821,5
user_016138,27,484.48,South Indian,low,4.1,veg,dinner,28.6899,77.1095,7
user_016139,1,667.9,Chinese,low,4.9,no_preference,lunch,28.4715,77.1168,12
user_016140,3,443.19,Continental,medium,4.3,no_preference,snacks,28.4747,77.2104,11
user_016141,134,150.0,Healthy,high,4.8,non_veg,dinner,28.4986,77.0595,2
user_016142,2,181.77,Street Food,medium,4.7,veg,snacks,28.4963,77.0154,2
user_016143,1,170.0,Street Food,medium,4.5,veg,lunch,28.5824,77.1174,10
user_016144,2,186.59,Beverages,low,4.8,veg,dinner,28.4968,77.0652,0
user_016145,1,330.0,South Indian,medium,4.8,non_veg,snacks,28.4772,77.2954,0
user_016146,3,584.52,Biryani,medium,4.3,veg,breakfast,28.5297,77.0219,3
user_016147,4,325.35,North Indian,low,4.6,veg,breakfast,28.6956,77.0326,12
user_016148,14,150.0,Fast Food,high,4.8,veg,snacks,28.4319,77.2029,23
user_016149,8,150.0,Desserts,low,4.9,non_veg,lunch,28.6284,77.2773,5
user_016150,5,943.6,North Indian,medium,4.5,non_veg,dinner,28.5716,77.2343,10
user_016151,59,309.38,Street Food,low,4.3,veg,dinner,28.6961,77.0561,26
user_016152,9,878.9,Cafe,medium,4.9,non_veg,breakfast,28.6568,77.2364,2
user_016153,25,281.58,Biryani,medium,4.7,non_veg,dinner,28.5496,77.1059,6
user_016154,13,408.24,Desserts,medium,4.8,non_veg,breakfast,28.6196,77.1816,1
user_016155,23,427.72,Cafe,low,4.7,veg,lunch,28.5143,77.2067,1
user_016156,17,310.44,Fast Food,medium,4.8,non_veg,lunch,28.4659,77.0889,11
user_016157,12,371.0,Street Food,medium,4.7,veg,dinner,28.416,77.1238,16
user_016158,9,339.28,Fast Food,medium,4.4,non_veg,dinner,28.6552,77.0583,2
user_016159,26,605.21,Fast Food,low,4.7,non_veg,lunch,28.6467,77.1338,0
user_016160,2,212.71,Continental,medium,4.5,non_veg,dinner,28.4476,77.2503,27
user_016161,1,300.65,Desserts,high,4.8,non_veg,lunch,28.5111,77.0795,5
user_016162,1,317.91,South Indian,medium,5.0,veg,dinner,28.5566,77.003,0
user_016163,8,291.74,Desserts,medium,4.9,veg,lunch,28.6127,77.0649,3
user_016164,18,310.71,Continental,low,4.5,non_veg,dinner,28.5048,77.212,28
user_016165,1,449.07,Cafe,high,4.6,non_veg,dinner,28.4854,77.2441,59
user_016166,1,543.36,North Indian,medium,4.3,veg,snacks,28.5897,77.0688,4
user_016167,25,290.78,Fast Food,high,4.5,veg,lunch,28.4498,77.1362,20
user_016168,10,314.01,Continental,medium,4.6,non_veg,lunch,28.485,77.2553,7
user_016169,9,200.59,Fast Food,medium,4.4,non_veg,lunch,28.5151,77.2779,14
user_016170,7,680.21,Street Food,low,4.3,veg,dinner,28.4239,77.0736,9
user_016171,3,337.03,Continental,high,4.6,non_veg,dinner,28.6837,77.1621,10
user_016172,1,709.48,Italian,medium,4.5,vegan,dinner,28.6912,77.1477,16
user_016173,9,266.44,Biryani,medium,4.9,non_veg,breakfast,28.5676,77.2433,4
user_016174,57,318.96,Italian,medium,4.9,non_veg,lunch,28.6562,77.2662,13
user_016175,6,268.43,Fast Food,high,4.5,no_preference,lunch,28.4499,77.2014,52
user_016176,1,660.84,Healthy,medium,4.7,veg,dinner,28.5218,77.1003,0
user_016177,3,267.12,South Indian,medium,4.7,veg,dinner,28.6962,77.229,10
user_016178,14,205.56,Continental,high,4.6,non_veg,dinner,28.6059,77.2459,8
user_016179,16,277.34,South Indian,high,4.7,veg,dinner,28.4126,77.2748,6
user_016180,29,542.35,Fast Food,medium,4.7,non_veg,dinner,28.5741,77.217,8
user_016181,15,600.66,Italian,high,4.8,no_preference,lunch,28.6469,77.1731,0
user_016182,1,238.44,Desserts,high,4.5,non_veg,lunch,28.4968,77.0912,3
user_016183,5,150.11,Desserts,high,4.7,non_veg,dinner,28.4803,77.2256,3
user_016184,1,344.47,Continental,medium,4.3,non_veg,breakfast,28.6636,77.1252,1
user_016185,9,521.64,Street Food,low,4.9,vegan,lunch,28.5924,77.0594,1
user_016186,10,358.86,Italian,low,4.7,no_preference,snacks,28.4687,77.2789,49
user_016187,1,246.6,Cafe,medium,4.7,non_veg,lunch,28.6451,77.1631,12
user_016188,3,472.46,North Indian,low,4.5,no_preference,snacks,28.6925,77.1334,13
user_016189,2,211.45,Beverages,medium,4.5,veg,lunch,28.5328,77.122,23
user_016190,12,657.84,Italian,low,4.4,vegan,dinner,28.6078,77.285,15
user_016191,4,150.0,Desserts,medium,4.9,veg,dinner,28.6279,77.2427,8
user_016192,2,158.75,Chinese,high,4.7,veg,lunch,28.5817,77.152,4
user_016193,11,402.94,Fast Food,medium,3.8,non_veg,dinner,28.4562,77.0593,5
user_016194,9,749.2,Street Food,high,4.6,no_preference,lunch,28.525,77.2267,3
user_016195,11,193.52,Street Food,medium,4.3,non_veg,lunch,28.6982,77.0704,10
user_016196,1,518.22,Biryani,low,4.7,vegan,dinner,28.6278,77.023,0
user_016197,2,358.84,North Indian,low,4.6,no_preference,dinner,28.6219,77.0941,11
user_016198,10,482.53,Biryani,high,4.8,veg,dinner,28.5941,77.1384,2
user_016199,1,594.87,Healthy,high,4.6,non_veg,lunch,28.6142,77.0947,19
user_016200,1,327.31,Beverages,high,4.1,non_veg,dinner,28.4953,77.2379,4
user_016201,1,649.18,Beverages,high,4.0,non_veg,lunch,28.6067,77.1505,11
user_016202,11,683.11,Chinese,low,3.9,veg,snacks,28.6362,77.2214,3
user_016203,4,640.08,Chinese,high,4.7,non_veg,lunch,28.5783,77.189,4
user_016204,8,274.0,Desserts,high,3.9,non_veg,snacks,28.4637,77.0072,10
user_016205,1,307.81,Chinese,medium,4.7,veg,lunch,28.4058,77.2371,31
user_016206,1,391.64,Italian,high,3.9,veg,breakfast,28.4345,77.0856,1
user_016207,23,312.07,Desserts,medium,4.6,veg,lunch,28.506,77.229,3
user_016208,7,290.6,Street Food,low,4.9,veg,lunch,28.5051,77.0059,1
user_016209,1,324.23,Biryani,high,4.6,non_veg,dinner,28.5603,77.2458,2
user_016210,1,507.22,Desserts,high,4.5,non_veg,breakfast,28.4964,77.0584,25
user_016211,1,263.08,South Indian,medium,3.9,no_preference,lunch,28.6474,77.1654,0
user_016212,1,400.74,Desserts,medium,4.3,non_veg,breakfast,28.5189,77.1785,8
user_016213,1,348.08,Biryani,high,4.5,vegan,dinner,28.6435,77.2741,10
user_016214,4,150.0,Italian,low,4.7,non_veg,lunch,28.4673,77.2974,17
user_016215,10,888.41,Street Food,medium,4.3,non_veg,breakfast,28.6586,77.2363,1
user_016216,4,256.76,Street Food,medium,4.9,non_veg,lunch,28.6569,77.2387,11
user_016217,2,618.54,Biryani,high,4.8,veg,dinner,28.6592,77.0664,10
user_016218,6,351.56,Street Food,medium,4.3,non_veg,dinner,28.4546,77.2669,19
user_016219,2,355.78,South Indian,medium,4.3,veg,dinner,28.5729,77.2939,7
user_016220,1,325.75,Street Food,high,4.3,veg,dinner,28.6748,77.1257,2
user_016221,5,213.58,South Indian,low,4.2,non_veg,lunch,28.4076,77.2465,20
user_016222,7,351.09,Italian,high,4.7,non_veg,lunch,28.5807,77.1689,0
user_016223,18,400.26,Chinese,medium,4.0,non_veg,breakfast,28.6834,77.2843,1
user_016224,13,588.26,Chinese,high,4.7,non_veg,lunch,28.444,77.1731,3
user_016225,2,476.58,Beverages,medium,4.5,non_veg,lunch,28.5832,77.2218,45
user_016226,3,515.81,Beverages,medium,4.2,veg,lunch,28.632,77.0204,18
user_016227,4,910.63,Beverages,medium,4.1,non_veg,dinner,28.4777,77.0454,5
user_016228,5,337.21,Italian,low,4.1,non_veg,dinner,28.6395,77.2342,10
user_016229,26,748.73,Chinese,medium,4.3,veg,breakfast,28.5274,77.2997,1
user_016230,4,292.69,Street Food,high,4.7,non_veg,dinner,28.686,77.1747,4
user_016231,2,446.55,North Indian,high,4.5,non_veg,snacks,28.4249,77.1694,0
user_016232,19,352.92,Continental,medium,4.9,non_veg,dinner,28.5099,77.1218,3
user_016233,19,379.92,Continental,high,4.8,non_veg,snacks,28.5127,77.1245,0
user_016234,13,214.1,Street Food,medium,4.1,non_veg,snacks,28.4987,77.0908,9
user_016235,1,316.77,North Indian,medium,4.0,non_veg,snacks,28.6623,77.0466,7
user_016236,4,437.2,Desserts,medium,4.7,veg,dinner,28.6429,77.0235,1
user_016237,3,479.1,Desserts,medium,4.9,no_preference,lunch,28.5053,77.2638,36
user_016238,7,415.32,Street Food,medium,4.9,no_preference,dinner,28.6988,77.035,30
user_016239,1,264.27,South Indian,high,4.7,vegan,lunch,28.5278,77.2758,29
user_016240,11,358.92,Biryani,medium,4.7,non_veg,dinner,28.5127,77.078,9
user_016241,6,435.27,Street Food,high,4.7,no_preference,snacks,28.669,77.0093,14
user_016242,12,150.0,Fast Food,medium,4.8,no_preference,snacks,28.6738,77.0227,6
user_016243,1,845.33,Italian,medium,4.6,veg,dinner,28.5798,77.1324,1
user_016244,6,406.23,North Indian,medium,4.4,veg,dinner,28.453,77.0935,13
user_016245,11,540.49,Healthy,high,4.3,non_veg,dinner,28.5512,77.2636,43
user_016246,1,289.84,Healthy,high,4.6,veg,dinner,28.4975,77.2921,2
user_016247,9,150.0,Healthy,medium,4.5,non_veg,lunch,28.4199,77.0985,24
user_016248,2,576.77,Fast Food,high,4.5,vegan,lunch,28.6848,77.2838,6
user_016249,4,356.73,Beverages,medium,4.7,veg,breakfast,28.4238,77.0338,2
user_016250,20,558.14,Continental,medium,4.6,non_veg,lunch,28.4981,77.2125,0
user_016251,16,876.34,Continental,medium,4.4,no_preference,breakfast,28.5262,77.2288,16
user_016252,2,421.42,North Indian,medium,4.6,non_veg,snacks,28.4705,77.0757,3
user_016253,1,321.96,South Indian,low,4.3,non_veg,lunch,28.5161,77.1529,2
user_016254,4,251.07,Italian,low,4.8,non_veg,dinner,28.6128,77.0761,0
user_016255,16,448.48,North Indian,medium,5.0,veg,lunch,28.573,77.134,11
user_016256,21,281.13,Continental,low,4.8,non_veg,snacks,28.5529,77.023,16
user_016257,1,294.57,Continental,low,4.5,no_preference,dinner,28.5836,77.2049,1
user_016258,9,150.0,North Indian,medium,5.0,vegan,lunch,28.5245,77.194,10
user_016259,7,490.92,Desserts,medium,4.3,veg,dinner,28.4385,77.288,6
user_016260,11,507.1,Fast Food,high,4.8,non_veg,lunch,28.6524,77.2216,9
