restaurant_id,name,cuisine_type,avg_rating,total_reviews,price_range,avg_delivery_time,is_veg_only,location_lat,location_lon,operating_hours,commission_rate,total_orders,avg_order_value,total_revenue,avg_user_rating,unique_customers,popularity_score,repeat_customers,retention_rate,delivery_efficiency,value_score,restaurant_segment,cuisine_type_encoded,is_veg_only_int
rest_0118,Paradise House,Street Food,4.5,10,2,20,False,28.5561,77.2845,10AM-11PM,0.24,771,395.79875486381326,305160.84,4.521141374837873,553,0.4339680039787799,148,0.26763110307414106,1.0,2.25,popular,11,0
rest_0119,Deluxe Hub,South Indian,4.8,220,2,35,False,28.4111,77.146,9AM-10PM,0.24,786,408.6425699745547,321193.06,4.531679389312977,556,0.4627231432360742,159,0.28597122302158273,0.625,2.4,popular,10,0
rest_0120,Royal Hub,Fast Food,4.3,440,3,37,True,28.4242,77.2107,11AM-12AM,0.19,979,599.7372012257405,587142.72,4.531562819203268,720,0.4816107427055703,196,0.2722222222222222,0.575,1.4333333333333333,popular,6,1
rest_0121,Golden Grill,South Indian,4.8,44,4,42,False,28.6017,77.2556,9AM-10PM,0.22,502,775.9320517928287,389517.89,4.5300796812749,365,0.39611173740053046,107,0.29315068493150687,0.44999999999999996,1.2,popular,10,0
rest_0122,Express Grill,Street Food,4.0,64,3,36,True,28.6068,77.107,9AM-10PM,0.24,1026,602.617962962963,618286.03,4.550389863547758,709,0.460026525198939,225,0.31734837799717913,0.6,1.3333333333333333,popular,11,1
rest_0123,Tasty Grill,South Indian,4.6,56,2,42,False,28.5024,77.0784,9AM-10PM,0.24,705,410.96912056737585,289733.23,4.534468085106384,507,0.4276213527851459,137,0.2702169625246548,0.44999999999999996,2.3,popular,10,0
rest_0124,Golden Kitchen,Healthy,4.9,88,2,60,True,28.4647,77.284,11AM-12AM,0.19,1860,393.7020376344086,732285.79,4.523494623655914,1302,0.6918680371352786,389,0.29877112135176653,0.0,2.45,popular,7,1
rest_0125,Corner Palace,Fast Food,4.7,780,2,43,False,28.6441,77.2179,10AM-11PM,0.16,789,411.4337896070976,324621.26,4.549176172370089,578,0.4775520557029178,148,0.2560553633217993,0.42500000000000004,2.35,popular,6,0
rest_0126,Express Grill,North Indian,4.5,125,2,44,True,28.4651,77.0659,10AM-11PM,0.16,1603,397.22247660636305,636747.63,4.538240798502807,1123,0.6146663627320955,314,0.27960819234194123,0.4,2.25,popular,9,1
rest_0127,Golden Hub,Italian,4.9,522,2,33,True,28.5626,77.1347,10AM-11PM,0.21,1749,404.73777587192683,707886.37,4.570383076043454,1232,0.6839626989389921,352,0.2857142857142857,0.675,2.45,popular,8,1
rest_0128,Deluxe Hub,Healthy,4.9,34,1,21,False,28.6905,77.2389,10AM-11PM,0.21,623,211.0,131453.0,4.538202247191012,450,0.4274275530503979,122,0.27111111111111114,0.975,4.9,popular,7,0
rest_0129,Deluxe Bites,Chinese,4.8,83,2,20,False,28.4444,77.1641,11AM-12AM,0.23,744,415.02862903225804,308781.3,4.541935483870968,543,0.44887077254641905,138,0.2541436464088398,1.0,2.4,popular,3,0
rest_0130,Spicy Bites,North Indian,4.7,620,4,29,False,28.6823,77.195,11AM-12AM,0.18,492,771.742825203252,379697.47,4.553048780487805,358,0.408758952254642,95,0.26536312849162014,0.775,1.175,established,9,0
rest_0131,Express Hub,Chinese,4.8,44,2,20,True,28.4549,77.2261,9AM-10PM,0.17,1656,412.6112258454106,683284.19,4.53677536231884,1182,0.640992374005305,327,0.2766497461928934,1.0,2.4,popular,3,1
rest_0132,Deluxe Palace,Chinese,4.4,677,2,40,True,28.5702,77.1866,10AM-11PM,0.19,1601,400.3605559025609,640977.25,4.540349781386634,1121,0.6281458057029178,338,0.3015165031222123,0.5,2.2,popular,3,1
rest_0133,Tasty Palace,Fast Food,4.5,57,1,31,False,28.5131,77.162,11AM-12AM,0.19,593,206.41903878583474,122406.49,4.53220910623946,424,0.3978908322281167,116,0.27358490566037735,0.725,4.5,popular,6,0
rest_0134,Tasty Point,Continental,4.3,91,2,21,False,28.6895,77.2249,10AM-11PM,0.16,743,395.26433378196504,293681.4,4.545222072678331,530,0.41894703249336873,151,0.2849056603773585,0.975,2.15,popular,4,0
rest_0135,Golden Grill,Chinese,4.8,1817,3,36,True,28.4821,77.2183,10AM-11PM,0.22,1157,611.4192394122732,707412.06,4.549697493517718,827,0.5990340683023873,239,0.2889963724304716,0.6,1.5999999999999999,popular,3,1
rest_0136,Corner Restaurant,South Indian,4.3,77,2,27,False,28.5199,77.189,10AM-11PM,0.2,716,400.17414804469274,286524.69,4.5518156424581,535,0.41271278183023874,130,0.24299065420560748,0.825,2.15,popular,10,0
rest_0137,Royal Kitchen,Italian,4.8,184,2,39,False,28.6949,77.1079,11AM-12AM,0.22,818,385.7301466992665,315527.26,4.530684596577017,578,0.46821551724137933,163,0.2820069204152249,0.525,2.4,popular,8,0
rest_0138,Tasty Hub,Chinese,4.7,374,1,42,False,28.5609,77.1217,10AM-11PM,0.19,552,200.84067028985507,110864.05,4.5398550724637685,389,0.4126208554376658,110,0.2827763496143959,0.44999999999999996,4.7,popular,3,0
rest_0139,Express Restaurant,North Indian,4.5,208,2,27,False,28.5508,77.2911,11AM-12AM,0.18,730,403.0636164383562,294236.44,4.537123287671233,515,0.4324071618037136,147,0.2854368932038835,0.825,2.25,popular,9,0
rest_0140,Express Cafe,Biryani,4.7,217,1,32,False,28.4773,77.0337,10AM-11PM,0.2,592,202.04069256756756,119608.09,4.5385135135135135,429,0.41544786140583556,108,0.2517482517482518,0.7,4.7,popular,1,0
rest_0141,Express Hub,Continental,4.4,136,3,37,True,28.6104,77.0806,9AM-10PM,0.24,1061,605.2684071630538,642189.78,4.540150801131009,764,0.4940497347480106,205,0.2683246073298429,0.575,1.4666666666666668,popular,4,1
rest_0142,Express Grill,Continental,4.4,21,3,20,True,28.4043,77.1477,9AM-10PM,0.15,1044,596.621254789272,622872.59,4.545114942528736,733,0.4862956730769231,212,0.2892223738062756,1.0,1.4666666666666668,popular,4,1
rest_0143,Spicy Point,Fast Food,4.6,250,3,37,False,28.4149,77.251,24 hours,0.23,531,605.3451035781544,321438.25,4.522033898305084,367,0.39769346816976126,117,0.3188010899182561,0.575,1.5333333333333332,popular,6,0
rest_0144,Tasty Kitchen,Chinese,4.0,49,2,20,False,28.5798,77.0491,9AM-10PM,0.19,624,400.7391826923077,250061.25,4.5286858974358974,434,0.3741806200265252,125,0.2880184331797235,1.0,2.0,popular,3,0
rest_0145,Fresh Hub,Fast Food,4.7,475,3,40,False,28.5025,77.0831,9AM-10PM,0.24,489,657.9232515337422,321724.47,4.531083844580777,350,0.40289398209549077,97,0.27714285714285714,0.5,1.5666666666666667,established,6,0
rest_0146,Golden Hub,Chinese,4.7,1162,2,30,False,28.686,77.0197,9AM-10PM,0.23,792,396.0464267676768,313668.77,4.531691919191919,550,0.4919626989389921,164,0.29818181818181816,0.75,2.35,popular,3,0
rest_0147,Tasty Kitchen,North Indian,4.5,10,2,20,False,28.671,77.2118,11AM-12AM,0.18,763,398.2905504587156,303895.69,4.547313237221494,539,0.43227039124668437,155,0.287569573283859,1.0,2.25,popular,9,0
rest_0148,Fresh Cafe,Chinese,4.4,1165,3,29,False,28.6141,77.0715,10AM-11PM,0.22,444,617.121036036036,274001.74,4.567117117117117,329,0.4002247181697613,86,0.2613981762917933,0.775,1.4666666666666668,established,3,0
rest_0149,Royal House,Chinese,4.5,80,1,29,True,28.6454,77.1166,10AM-11PM,0.17,1199,200.3532443703086,240223.54,4.54628857381151,816,0.5273143236074271,262,0.32107843137254904,0.775,4.5,popular,3,1
rest_0150,Fresh Grill,Continental,4.4,121,1,45,True,28.6002,77.1331,10AM-11PM,0.24,1217,204.27836483155298,248606.77,4.533525061626952,844,0.5266123176392573,263,0.31161137440758296,0.375,4.4,popular,4,1
rest_0151,Tasty Point,North Indian,4.7,37,3,36,False,28.4377,77.2674,11AM-12AM,0.19,530,624.6353396226415,331056.73,4.566603773584906,362,0.3958009781167109,119,0.3287292817679558,0.6,1.5666666666666667,popular,9,0
rest_0152,Royal Kitchen,North Indian,4.8,196,2,25,False,28.6297,77.1234,11AM-12AM,0.2,747,404.64029451137884,302266.3,4.528915662650602,542,0.45358189655172415,145,0.26752767527675275,0.875,2.4,popular,9,0
rest_0153,Golden Point,South Indian,4.2,164,2,51,True,28.4631,77.0436,9AM-10PM,0.22,1556,406.65798843187656,632759.83,4.531491002570694,1119,0.5880991379310345,307,0.2743521000893655,0.22499999999999998,2.1,popular,10,1
rest_0154,Paradise Kitchen,South Indian,4.9,746,2,41,False,28.497,77.1573,24 hours,0.23,776,395.93109536082477,307242.53,4.5274484536082475,560,0.4855674734748011,153,0.2732142857142857,0.475,2.45,popular,10,0
rest_0155,Royal Bites,Fast Food,4.3,48,3,31,False,28.6458,77.2889,10AM-11PM,0.17,485,597.9838969072165,290022.19,4.549484536082474,336,0.36264854111405836,104,0.30952380952380953,0.725,1.4333333333333333,established,6,0
rest_0156,Deluxe Eatery,South Indian,4.6,1792,4,20,False,28.561,77.1823,11AM-12AM,0.22,445,790.4624719101123,351755.8,4.538202247191011,317,0.43504509283819626,89,0.2807570977917981,1.0,1.15,established,10,0
rest_0157,Express Eatery,Italian,4.8,402,3,30,True,28.658,77.295,24 hours,0.19,1166,602.2432161234991,702215.59,4.535934819897084,798,0.5499222480106101,239,0.29949874686716793,0.75,1.5999999999999999,popular,8,1
rest_0158,Royal Grill,Chinese,4.7,170,2,32,False,28.4639,77.2523,10AM-11PM,0.19,828,395.3317874396135,327334.72,4.513888888888889,608,0.463832725464191,155,0.25493421052631576,0.7,2.35,popular,3,0
rest_0159,Corner Bites,Italian,4.4,113,2,38,True,28.5823,77.0108,11AM-12AM,0.22,1584,411.7714583333333,652245.99,4.535732323232324,1099,0.6042018401856764,327,0.29754322111010006,0.55,2.2,popular,8,1
rest_0160,Express Restaurant,Street Food,4.2,93,2,41,False,28.4251,77.1975,10AM-11PM,0.19,708,410.23967514124297,290449.69,4.541242937853107,498,0.4055920921750663,148,0.2971887550200803,0.475,2.1,popular,11,0
rest_0161,Spicy Eatery,Chinese,4.3,103,1,43,True,28.5929,77.086,11AM-12AM,0.18,1088,200.98602022058824,218672.79,4.552205882352942,769,0.49258927387267903,216,0.2808842652795839,0.42500000000000004,4.3,popular,3,1
rest_0162,Spicy Eatery,Fast Food,4.8,191,1,20,False,28.6288,77.1679,10AM-11PM,0.23,644,205.23349378881986,132170.37,4.533385093167702,448,0.43154484416445626,129,0.28794642857142855,1.0,4.8,popular,6,0
rest_0163,Tasty Grill,Chinese,4.9,108,2,37,True,28.5755,77.0838,9AM-10PM,0.16,1700,390.2464352941176,663418.94,4.532529411764706,1180,0.6586369363395226,361,0.3059322033898305,0.575,2.45,popular,3,1
rest_0164,Tasty House,South Indian,4.5,56,2,33,False,28.4799,77.1047,11AM-12AM,0.22,740,392.92379729729726,290763.61,4.548783783783784,530,0.4290484084880637,141,0.2660377358490566,0.675,2.25,popular,10,0
rest_0165,Express Restaurant,Beverages,4.8,192,4,60,False,28.4094,77.277,10AM-11PM,0.17,470,816.6985106382979,383848.3,4.519361702127659,339,0.39465782493368695,94,0.27728613569321536,0.0,1.2,established,0,0
rest_0166,Classic Restaurant,North Indian,4.8,42,2,35,True,28.4358,77.062,10AM-11PM,0.15,1677,417.8736016696482,700774.03,4.541264162194395,1161,0.6453764920424403,343,0.2954349698535745,0.625,2.4,popular,9,1
rest_0167,Classic Hub,North Indian,4.7,240,2,28,False,28.5867,77.2622,10AM-11PM,0.17,712,413.75393258426965,294592.8,4.537921348314606,517,0.44174137931034485,140,0.27079303675048355,0.8,2.35,popular,9,0
rest_0168,Spicy House,Fast Food,4.3,106,1,36,True,28.6803,77.0091,24 hours,0.21,1155,200.31064935064933,231358.8,4.5249350649350655,816,0.5069149535809019,240,0.29411764705882354,0.6,4.3,popular,6,1
rest_0169,Corner Eatery,North Indian,4.5,422,4,34,False,28.462,77.0273,11AM-12AM,0.22,450,809.6442666666667,364339.92,4.560666666666667,330,0.3807070623342175,83,0.2515151515151515,0.65,1.125,established,9,0
rest_0170,Paradise House,Street Food,4.8,654,3,20,False,28.6205,77.2564,10AM-11PM,0.15,560,620.7487678571429,347619.31,4.5303571428571425,404,0.43041462201591507,107,0.26485148514851486,1.0,1.5999999999999999,popular,11,0
rest_0171,Golden Palace,Chinese,4.3,653,3,39,False,28.6599,77.1892,10AM-11PM,0.15,478,594.225920502092,284039.99,4.560669456066946,327,0.38297803381962864,102,0.3119266055045872,0.525,1.4333333333333333,established,3,0
rest_0172,Tasty Grill,Biryani,4.7,239,4,31,False,28.5563,77.2242,11AM-12AM,0.24,491,825.6963340122201,405416.9,4.539307535641548,375,0.39480876989389924,81,0.216,0.725,1.175,established,1,0
rest_0173,Royal Restaurant,Continental,4.6,284,2,34,False,28.6008,77.0628,11AM-12AM,0.16,698,404.6505444126075,282446.08,4.54512893982808,521,0.43435709549071616,127,0.2437619961612284,0.65,2.3,popular,4,0
rest_0174,Spicy Bites,Italian,4.5,91,2,26,False,28.6445,77.1611,11AM-12AM,0.24,724,399.49312154696133,289233.02,4.569475138121547,501,0.42691520225464197,143,0.28542914171656686,0.85,2.25,popular,8,0
rest_0175,Paradise Cafe,Desserts,4.4,410,2,24,True,28.4782,77.2212,10AM-11PM,0.17,1602,404.3847877652934,647824.43,4.531086142322097,1111,0.6187306034482758,335,0.3015301530153015,0.9,2.2,popular,5,1
rest_0176,Royal House,Chinese,4.7,485,2,43,False,28.4891,77.1882,11AM-12AM,0.22,743,399.36156123822343,296725.64,4.528802153432032,545,0.4571537632625995,135,0.24770642201834864,0.42500000000000004,2.35,popular,3,0
rest_0177,Classic Cafe,Beverages,4.8,14,2,46,False,28.4002,77.1415,11AM-12AM,0.18,785,406.7649426751592,319310.48,4.541146496815287,586,0.45508305702917773,137,0.23378839590443687,0.35,2.4,popular,0,0
rest_0178,Classic Eatery,North Indian,4.3,261,2,39,True,28.6889,77.2879,24 hours,0.24,1511,404.3228590337525,610931.84,4.544738583719392,1072,0.5880476624668436,321,0.2994402985074627,0.525,2.15,popular,9,1
rest_0179,Express Kitchen,Chinese,4.8,1155,4,20,False,28.6753,77.2028,9AM-10PM,0.22,488,831.3991393442624,405722.78,4.502459016393442,347,0.43320101127320954,93,0.2680115273775216,1.0,1.2,established,3,0
rest_0180,Golden Eatery,South Indian,4.8,86,4,39,True,28.6294,77.2723,11AM-12AM,0.19,1143,795.0274540682415,908716.38,4.525721784776903,844,0.5336473806366048,211,0.25,0.525,1.2,popular,10,1
rest_0181,Express Cafe,Italian,4.9,62,3,20,False,28.4237,77.2189,11AM-12AM,0.16,522,628.0617624521072,327848.24,4.549233716475095,361,0.40700480769230774,115,0.3185595567867036,1.0,1.6333333333333335,popular,8,0
rest_0182,Fresh Kitchen,North Indian,3.8,79,3,28,True,28.5343,77.2206,10AM-11PM,0.22,974,597.2915811088295,581762.0,4.568069815195072,680,0.4375329078249337,211,0.31029411764705883,0.8,1.2666666666666666,popular,9,1
rest_0183,Corner Point,Street Food,4.0,15,3,43,False,28.4306,77.024,9AM-10PM,0.21,477,593.3254926624738,283016.26,4.5599580712788255,340,0.34176102453580903,104,0.3058823529411765,0.42500000000000004,1.3333333333333333,established,11,0
rest_0184,Fresh Restaurant,Street Food,4.8,179,2,41,False,28.4048,77.1078,10AM-11PM,0.15,791,399.2764222503161,315827.65,4.533501896333755,566,0.4623057858090186,165,0.2915194346289753,0.475,2.4,popular,11,0
rest_0185,Golden Cafe,Beverages,4.6,155,1,39,True,28.5849,77.2575,10AM-11PM,0.15,1220,202.8756557377049,247508.3,4.524098360655738,865,0.5404748839522546,254,0.29364161849710985,0.525,4.6,popular,0,1
rest_0186,Golden Hub,North Indian,4.8,199,3,48,True,28.6882,77.0698,10AM-11PM,0.23,1159,612.4708455565142,709853.71,4.553839516824849,815,0.541117125331565,232,0.2846625766871166,0.30000000000000004,1.5999999999999999,popular,9,1
rest_0187,Paradise Grill,Italian,4.5,276,3,40,False,28.6709,77.0347,9AM-10PM,0.18,537,594.73791433892,319374.26,4.534823091247672,379,0.3939041777188329,110,0.29023746701846964,0.5,1.5,popular,8,0
rest_0188,Golden Bites,Chinese,4.4,44,1,20,False,28.609,77.0978,10AM-11PM,0.21,538,193.63661710037175,104176.5,4.540520446096655,389,0.3797509946949602,111,0.2853470437017995,1.0,4.4,popular,3,0
rest_0189,Classic Hub,South Indian,4.8,223,4,31,True,28.429,77.0661,10AM-11PM,0.2,1192,794.3991023489933,946923.73,4.53506711409396,858,0.5489851624668436,235,0.2738927738927739,0.725,1.2,popular,10,1
rest_0190,Tasty Grill,South Indian,4.7,288,1,34,True,28.4822,77.2776,10AM-11PM,0.24,1170,197.12917094017095,230641.13,4.551025641025641,833,0.540660477453581,247,0.2965186074429772,0.65,4.7,popular,10,1
rest_0191,Royal Eatery,Chinese,4.1,71,2,33,False,28.496,77.2604,10AM-11PM,0.24,665,399.5172781954887,265678.99,4.534887218045112,483,0.3896741545092838,129,0.2670807453416149,0.675,2.05,popular,3,0
rest_0192,Paradise Eatery,Continental,4.4,278,3,28,False,28.6289,77.1499,10AM-11PM,0.25,486,593.3118724279835,288349.57,4.540740740740741,340,0.3771540119363396,93,0.2735294117647059,0.8,1.4666666666666668,established,4,0
rest_0193,Fresh Eatery,Italian,4.8,167,2,24,False,28.6407,77.0184,9AM-10PM,0.17,760,393.8992763157895,299363.45,4.533552631578948,546,0.4552948441644562,148,0.27106227106227104,0.9,2.4,popular,8,0
rest_0194,Fresh Restaurant,Chinese,4.4,57,1,59,False,28.5155,77.2144,9AM-10PM,0.24,535,208.2191401869159,111397.24,4.533831775700935,380,0.3795831399204244,108,0.28421052631578947,0.025000000000000022,4.4,popular,3,0
rest_0195,Deluxe Point,North Indian,4.7,226,2,31,True,28.5254,77.187,10AM-11PM,0.18,1710,406.8380760233918,695693.11,4.54046783625731,1237,0.6530137599469497,340,0.274858528698464,0.725,2.35,popular,9,1
rest_0196,Tasty Eatery,North Indian,4.5,95,3,58,False,28.4134,77.2912,9AM-10PM,0.21,469,626.2642857142857,293717.95,4.55863539445629,335,0.3729480271883289,92,0.2746268656716418,0.050000000000000044,1.5,established,9,0
rest_0197,Classic Kitchen,North Indian,4.4,422,2,23,False,28.4867,77.1677,11AM-12AM,0.2,702,414.96323361823363,291304.19,4.5398860398860394,511,0.42818186339522546,140,0.273972602739726,0.925,2.2,popular,9,0
rest_0198,Spicy Cafe,Beverages,4.8,103,3,41,True,28.5354,77.1009,10AM-11PM,0.15,1163,620.7795958727429,721966.67,4.550472914875322,810,0.5385043932360742,232,0.28641975308641976,0.475,1.5999999999999999,popular,0,1
rest_0199,Deluxe Grill,North Indian,4.8,21,2,37,False,28.4351,77.1557,11AM-12AM,0.24,845,394.63972781065087,333470.57,4.5136094674556215,607,0.46806755636604774,178,0.2932454695222405,0.575,2.4,popular,9,0
rest_0200,Fresh Kitchen,North Indian,4.5,221,1,25,False,28.536,77.2938,24 hours,0.16,530,205.3475283018868,108834.19,4.547924528301887,385,0.3904355935013263,105,0.2727272727272727,0.875,4.5,popular,9,0
rest_0201,Paradise Point,South Indian,4.8,209,4,30,False,28.656,77.2089,10AM-11PM,0.22,604,801.9105794701986,484353.99,4.53592715231788,424,0.42370581896551723,113,0.2665094339622642,0.75,1.2,popular,10,0
rest_0202,Express Restaurant,Fast Food,4.6,29,1,34,False,28.5744,77.2016,10AM-11PM,0.23,620,200.2148064516129,124133.18,4.5401612903225805,446,0.4086106598143236,123,0.2757847533632287,0.65,4.6,popular,6,0
rest_0203,Royal Eatery,Beverages,4.6,457,4,26,True,28.4237,77.0722,9AM-10PM,0.23,1107,815.2686811201446,902502.43,4.525022583559169,786,0.5273855271883289,228,0.2900763358778626,0.85,1.15,popular,0,1
rest_0204,Royal Point,Fast Food,4.5,422,2,32,False,28.4575,77.2231,11AM-12AM,0.16,762,408.91812335958,311595.61,4.510367454068241,544,0.44691395888594165,152,0.27941176470588236,0.7,2.25,popular,6,0
rest_0205,Express House,Continental,4.3,40,4,20,False,28.5424,77.2251,10AM-11PM,0.19,435,765.9342988505747,333181.42,4.525057471264368,320,0.35175,82,0.25625,1.0,1.075,established,4,0
rest_0206,Fresh Kitchen,Chinese,4.0,55,1,42,True,28.5084,77.0952,11AM-12AM,0.23,1059,201.57925401322,213472.43,4.530878186968838,752,0.46670465848806364,218,0.2898936170212766,0.44999999999999996,4.0,popular,3,1
rest_0207,Golden Point,North Indian,4.7,119,2,47,False,28.5076,77.1451,11AM-12AM,0.18,753,389.47883134130143,293277.56,4.5535192563081015,532,0.44607866379310346,161,0.3026315789473684,0.32499999999999996,2.35,popular,9,0
rest_0208,Classic Eatery,Beverages,4.8,47,2,39,False,28.5588,77.0884,9AM-10PM,0.2,807,397.612156133829,320873.01,4.535068153655515,571,0.4609413958885942,160,0.28021015761821366,0.525,2.4,popular,0,0
rest_0209,Fresh Restaurant,Fast Food,4.4,387,1,57,False,28.5753,77.0776,11AM-12AM,0.18,535,205.89646728971962,110154.61,4.5530841121495325,385,0.39148217838196286,115,0.2987012987012987,0.07499999999999996,4.4,popular,6,0
rest_0210,Golden Kitchen,Italian,4.4,185,3,41,False,28.6391,77.0078,10AM-11PM,0.2,473,638.3224524312897,301926.52,4.543763213530655,327,0.37104202586206897,100,0.3058103975535168,0.475,1.4666666666666668,established,8,0
rest_0211,Fresh Restaurant,Fast Food,4.2,28,2,46,False,28.5023,77.0856,11AM-12AM,0.24,685,396.90401459854013,271879.25,4.5527007299270075,500,0.3983677055702918,133,0.266,0.35,2.1,popular,6,0
rest_0212,Classic Eatery,Continental,4.6,43,2,47,False,28.6416,77.1662,11AM-12AM,0.2,788,397.78986040609135,313458.41,4.525380710659898,534,0.4447653348806366,166,0.31086142322097376,0.32499999999999996,2.3,popular,4,0
rest_0213,Express Point,Italian,4.2,881,1,20,False,28.5016,77.0005,10AM-11PM,0.21,496,213.79243951612904,106041.05,4.494556451612904,352,0.38901881631299734,107,0.3039772727272727,1.0,4.2,established,8,0
rest_0214,Golden Bites,Healthy,4.2,1485,2,39,False,28.4166,77.085,11AM-12AM,0.19,693,413.9352813852814,286857.15,4.552525252525252,491,0.45260137599469497,142,0.2892057026476578,0.525,2.1,popular,7,0
rest_0215,Golden Eatery,Biryani,4.5,332,3,21,True,28.5663,77.2644,9AM-10PM,0.2,1081,611.7614061054579,661314.08,4.534597594819611,758,0.5113610742705571,221,0.29155672823219,0.975,1.5,popular,1,1
rest_0216,Classic Hub,Italian,4.8,108,2,23,False,28.5764,77.1781,10AM-11PM,0.15,752,412.4640026595745,310172.93,4.53125,540,0.4514698275862069,151,0.2796296296296296,0.925,2.4,popular,8,0
rest_0217,Classic Kitchen,Continental,4.7,76,3,24,False,28.6804,77.1824,11AM-12AM,0.18,496,633.172318548387,314053.47,4.527016129032258,374,0.38999237400530506,86,0.22994652406417113,0.9,1.5666666666666667,established,4,0
rest_0218,Corner Point,North Indian,4.8,338,3,31,False,28.6178,77.121,10AM-11PM,0.19,566,614.6172261484098,347873.35,4.556537102473499,413,0.42029360079575595,111,0.2687651331719128,0.725,1.5999999999999999,popular,9,0
rest_0219,Golden Grill,Continental,4.9,166,3,41,False,28.6753,77.2029,10AM-11PM,0.21,612,611.9012581699346,374483.57,4.5398692810457515,425,0.429852950928382,120,0.2823529411764706,0.475,1.6333333333333335,popular,4,0
rest_0220,Paradise Bites,North Indian,4.8,13,2,39,False,28.6725,77.057,10AM-11PM,0.2,761,414.8870565045992,315729.05,4.544283837056504,557,0.4499541611405835,139,0.2495511669658887,0.525,2.4,popular,9,0
rest_0221,Tasty Palace,Italian,4.8,697,3,34,False,28.5814,77.2456,10AM-11PM,0.18,545,608.6343302752294,331705.71,4.581651376146789,401,0.42878207891246684,105,0.26184538653366585,0.65,1.5999999999999999,popular,8,0
rest_0222,Corner Bites,Cafe,4.7,1117,4,42,True,28.5583,77.035,9AM-10PM,0.19,1017,809.9809439528024,823750.62,4.564208456243855,734,0.5380854608753316,200,0.2724795640326976,0.44999999999999996,1.175,popular,2,1
rest_0223,Royal Kitchen,Italian,4.7,448,3,42,True,28.5672,77.1968,10AM-11PM,0.17,1119,576.3392046470062,644923.57,4.5253798033958885,780,0.535607427055703,238,0.30512820512820515,0.44999999999999996,1.5666666666666667,popular,8,1
rest_0224,Tasty Hub,Chinese,4.4,28,2,39,False,28.6935,77.1023,11AM-12AM,0.24,667,418.5774812593703,279191.18,4.566416791604198,483,0.40654807692307693,130,0.2691511387163561,0.525,2.2,popular,3,0
rest_0225,Fresh Hub,South Indian,4.9,57,3,20,False,28.632,77.2243,10AM-11PM,0.2,544,585.2660477941176,318384.73,4.546139705882353,397,0.41149295424403187,102,0.25692695214105793,1.0,1.6333333333333335,popular,10,0
rest_0226,Tasty Kitchen,North Indian,4.3,10,3,27,True,28.4319,77.1649,24 hours,0.15,983,620.3978229908444,609851.06,4.5315361139369275,695,0.46695474137931037,193,0.2776978417266187,0.825,1.4333333333333333,popular,9,1
rest_0227,Corner Eatery,Fast Food,4.4,1626,3,35,True,28.6335,77.1357,11AM-12AM,0.15,1090,583.42923853211,635937.87,4.54743119266055,781,0.5539295424403183,211,0.2701664532650448,0.625,1.4666666666666668,popular,6,1
rest_0228,Spicy Hub,North Indian,4.8,86,1,42,False,28.4512,77.0508,11AM-12AM,0.25,547,206.0416819012797,112704.8,4.53382084095064,400,0.40717523209549067,97,0.2425,0.44999999999999996,4.8,popular,9,0
rest_0229,Spicy Hub,North Indian,4.9,4914,2,21,False,28.5342,77.191,10AM-11PM,0.17,802,415.08197007481294,332895.74,4.540773067331671,576,0.641373176392573,160,0.2777777777777778,0.975,2.45,popular,9,0
rest_0230,Paradise Kitchen,Chinese,4.9,2787,3,34,False,28.4631,77.2924,10AM-11PM,0.23,550,586.6123818181818,322636.81,4.552545454545455,407,0.5112036637931034,108,0.26535626535626533,0.65,1.6333333333333335,popular,3,0
rest_0231,Classic Grill,Fast Food,4.6,38,2,20,False,28.6069,77.2477,10AM-11PM,0.16,756,406.64346560846565,307422.46,4.520238095238096,522,0.43779459549071614,156,0.2988505747126437,1.0,2.3,popular,6,0
rest_0232,Classic Eatery,Fast Food,4.9,51,3,45,True,28.6632,77.018,9AM-10PM,0.24,1183,606.7294505494505,717760.94,4.511242603550296,839,0.5468734250663131,247,0.2943980929678188,0.375,1.6333333333333335,popular,6,1
rest_0233,Classic Bites,North Indian,4.8,298,2,37,False,28.4871,77.1129,10AM-11PM,0.24,698,397.52322349570204,277471.21,4.511031518624642,518,0.4468619031830239,131,0.2528957528957529,0.575,2.4,popular,9,0
rest_0234,Royal House,Chinese,4.7,10,2,21,False,28.4246,77.2777,11AM-12AM,0.21,740,400.1348378378379,296099.78,4.5641891891891895,529,0.4393897546419099,143,0.27032136105860116,0.975,2.35,popular,3,0
rest_0235,Paradise Palace,Chinese,4.5,76,1,21,False,28.4895,77.1509,11AM-12AM,0.15,545,194.42036697247707,105959.1,4.548990825688073,406,0.3883902519893899,101,0.24876847290640394,0.975,4.5,popular,3,0
rest_0236,Classic Point,Italian,4.5,66,2,38,True,28.6017,77.1986,10AM-11PM,0.18,1514,398.66674372523113,603581.45,4.54108322324967,1052,0.5936530172413793,328,0.311787072243346,0.55,2.25,popular,8,1
rest_0237,Spicy Grill,Continental,4.9,2384,4,48,True,28.4986,77.2738,11AM-12AM,0.19,1125,793.6103733333333,892811.67,4.532977777777778,789,0.618688328912467,229,0.2902408111533587,0.30000000000000004,1.225,popular,4,1
rest_0238,Golden House,South Indian,4.5,188,3,24,True,28.4834,77.2621,11AM-12AM,0.2,1036,607.4183108108108,629285.37,4.544208494208495,744,0.4966196949602122,199,0.2674731182795699,0.9,1.5,popular,10,1
